-1,68,64,1,0,0
-1,68,64,0.25,0,0
-0.75,71,66,0.75,0,0
-0.5,52,55,0.25,1,0
-0.25,59,59,0.25,1,0
0,71,66,1,0,1
0,71,66,0.25,0,1
0.25,66,63,0.75,0,1
0.5,63,61,0.25,1,1
0.75,51,54,0.25,1,1
1,64,62,1,0,1
1,64,62,0.25,0,1
1.25,68,64,0.75,0,1
1.5,49,53,0.25,1,1
1.75,56,57,0.25,1,1
2,68,64,1,0,2
2,68,64,0.25,0,2
2.25,63,61,0.75,0,2
2.5,59,59,0.25,1,2
2.75,47,52,0.25,1,2
3,61,60,1,0,2
3,61,60,0.25,0,2
3.25,64,62,0.75,0,2
3.5,45,51,0.25,1,2
3.75,52,55,0.25,1,2
4,64,62,1,0,3
4,64,62,0.25,0,3
4.25,59,59,0.75,0,3
4.5,56,57,0.25,1,3
4.75,44,50,0.25,1,3
5,57,58,0.25,0,3
5,63,61,1,0,3
5,66,63,1,0,3
5.25,59,59,0.75,0,3
5.5,35,45,0.25,1,3
5.75,47,52,0.25,1,3
6,56,57,0.25,0,4
6,64,62,1,0,4
6,68,64,1,0,4
6.25,59,59,0.75,0,4
6.5,52,55,0.25,1,4
6.75,40,48,0.25,1,4
7,68,64,1,0,4
7,68,64,0.25,0,4
7.25,71,66,0.75,0,4
7.5,52,55,0.25,1,4
7.75,59,59,0.25,1,4
8,71,66,1,0,5
8,71,66,0.25,0,5
8.25,66,63,0.75,0,5
8.5,63,61,0.25,1,5
8.75,51,54,0.25,1,5
9,64,62,1,0,5
9,70,65,0.25,0,5
9.25,76,69,0.75,0,5
9.5,49,53,0.25,1,5
9.75,54,56,0.25,1,5
10,63,61,1,0,6
10,75,68,0.25,0,6
10.25,71,66,0.75,0,6
10.5,59,59,0.25,1,6
10.75,47,52,0.25,1,6
11,71,66,1,0,6
11,71,66,0.25,0,6
11.25,75,68,0.75,0,6
11.5,54,56,0.25,1,6
11.75,66,63,0.25,1,6
12,76,69,1,0,6
12,76,69,0.25,0,6
12.25,71,66,0.75,0,7
12.5,68,64,0.25,1,7
12.75,56,57,0.25,1,7
13,68,64,0.25,0,7
13,71,66,1,0,7
13.25,80,71,0.75,0,7
13.5,52,55,0.25,1,7
13.75,64,62,0.25,1,7
14,78,70,1,0,7
14,78,70,0.25,0,7
14.25,71,66,0.75,0,8
14.25,75,68,0.75,0,8
14.5,66,63,0.25,1,8
14.75,54,56,0.25,1,8
15,70,65,1,0,8
15,73,67,0.25,0,8
15.25,82,72,0.75,0,8
15.5,42,49,0.25,1,8
15.75,54,56,0.25,1,8
16,69,65,1.5,0,9
16,72,66,1,0,9
16,75,68,1,0,9
16,78,70,1,0,9
16,81,72,1,0,9
16.5,54,56,0.5,1,9
16.5,57,58,0.5,1,9
16.5,60,59,0.25,1,9
16.5,63,61,0.25,1,9
16.75,64,62,0.25,1,9
17.25,68,64,0.25,1,9
17.5,60,59,0.5,1,9
17.5,63,61,0.5,1,9
17.5,69,65,0.5,1,9
18,61,60,0.25,1,9
18,64,62,0.25,1,9
18,68,64,0.25,1,9
18,73,67,0.25,0,9
18,76,69,0.25,0,9
18.25,66,63,0.25,1,9
18.25,69,65,0.25,1,9
18.25,72,66,0.25,0,9
18.25,75,68,0.25,0,9
18.5,64,62,0.25,1,9
18.75,63,61,0.25,1,9
18.75,66,63,0.25,1,9
19,79,70,0.5,0,10
19.25,52,55,0.75,1,10
19.5,56,57,0.5,1,10
19.5,61,60,0.25,1,10
19.5,68,64,1,0,10
19.5,73,67,0.5,0,10
19.5,76,69,0.5,0,10
19.5,80,71,0.5,0,10
19.75,63,61,0.25,1,10
20.5,73,67,0.5,0,10
20.5,78,70,0.25,0,10
21,59,59,0.25,1,10
21,63,61,0.25,1,10
21,66,63,0.25,0,10
21,75,68,0.25,0,10
21.25,58,58,0.25,1,10
21.25,61,60,0.25,1,10
21.25,64,62,0.25,0,10
21.25,66,63,0.25,0,10
21.25,66,63,0.25,1,10
21.25,73,67,0.25,0,10
21.5,58,58,0.5,1,10
21.5,67,64,0.5,1,10
22,51,54,0.5,1,11
22,59,59,0.5,1,11
22,78,70,0.25,0,11
22.25,71,66,0.25,0,11
22.5,56,57,0.5,1,11
22.5,59,59,0.5,1,11
22.5,78,70,0.25,0,11
22.75,76,69,0.25,0,11
23,54,56,0.5,1,11
23,59,59,0.5,1,11
23,75,68,1,0,11
23.5,54,56,0.5,1,11
23.5,59,59,0.5,1,11
23.5,63,61,0.5,1,11
24,54,56,0.5,1,11
24,58,58,0.5,1,11
24,61,60,0.5,1,11
24.5,54,56,0.5,1,11
24.5,57,58,0.5,1,11
24.5,60,59,0.5,1,11
24.5,63,61,0.5,1,11
25,42,49,2,1,12
27.5,29,41,0.25,1,12
27.5,41,48,0.25,1,12
27.5,80,71,0.25,0,12
27.5,92,78,0.25,0,12
27.75,27,40,0.25,1,12
27.75,39,47,0.25,1,12
27.75,79,70,0.25,0,12
27.75,91,77,0.25,0,12
28,27,40,1,1,13
28,39,47,1,1,13
30.5,39,47,0.5,1,13
30.5,46,51,0.25,1,13
30.5,51,54,0.25,1,13
30.5,79,70,0.25,0,13
30.5,91,77,0.25,0,13
30.75,47,52,0.25,1,13
30.75,51,54,0.25,1,13
30.75,78,70,0.25,0,13
30.75,90,77,0.25,0,13
31,39,47,0.25,1,14
31,47,52,0.25,1,14
31,51,54,0.25,1,14
31.25,51,54,0.25,1,14
31.25,59,59,0.25,1,14
31.75,56,57,0.25,1,14
31.75,59,59,0.25,1,14
31.75,64,62,0.25,1,14
32.25,54,56,0.25,1,14
32.25,59,59,0.25,1,14
32.25,63,61,0.25,1,14
34,71,66,0.25,1,15
34,75,68,0.25,1,15
35,59,59,0.25,1,15
35.5,35,45,0.25,1,15
39,63,61,1,1,15
39,63,61,0.25,1,15
39,83,73,0.25,0,15
39.25,66,63,0.75,1,15
39.5,71,66,0.25,0,15
39.75,78,70,0.25,0,15
40,66,63,1,1,16
40,66,63,0.25,1,16
40.25,61,60,0.75,1,16
40.5,71,66,0.25,0,16
40.75,70,65,0.25,0,16
41,64,62,1,1,16
41,64,62,0.25,1,16
41.25,68,64,0.75,1,16
41.5,73,67,0.25,0,16
41.75,80,71,0.25,0,16
42,68,64,1,1,17
42,68,64,0.25,1,17
42.25,63,61,0.75,1,17
42.5,73,67,0.25,0,17
42.75,72,66,0.25,0,17
43,66,63,1,1,17
43,66,63,0.25,1,17
43.25,69,65,0.75,1,17
43.5,72,66,0.25,0,17
43.5,75,68,0.25,0,17
43.75,84,73,0.25,0,17
44,64,62,1,1,18
44,64,62,0.25,1,18
44.25,68,64,0.75,1,18
44.5,73,67,0.25,0,18
44.5,76,69,0.25,0,18
44.75,85,74,0.25,0,18
45,63,61,1,1,18
45,66,63,0.25,1,18
45.25,68,64,0.75,1,18
45.5,84,73,0.25,0,18
45.75,87,75,0.25,0,18
46,61,60,1,1,19
46,64,62,0.25,1,19
46.25,68,64,0.75,1,19
46.5,80,71,0.25,0,19
46.75,88,76,0.25,0,19
47,60,59,1,1,19
47,63,61,1,1,19
47,63,61,0.25,1,19
47.25,68,64,0.75,1,19
47.5,78,70,0.25,0,19
47.5,87,75,0.25,0,19
47.75,80,71,0.25,0,19
48,61,60,1,1,20
48,64,62,0.25,1,20
48.25,68,64,0.75,1,20
48.5,76,69,0.25,0,20
48.5,80,71,0.25,0,20
48.75,88,76,0.25,0,20
49,57,58,1,1,20
49,61,60,0.25,1,20
49.25,66,63,0.75,1,20
49.5,78,70,0.25,0,20
49.5,85,74,0.25,0,20
49.75,90,77,0.25,0,20
50,56,57,1,1,21
50,63,61,0.25,1,21
50.25,68,64,0.75,1,21
50.5,80,71,0.25,0,21
50.5,84,73,0.25,0,21
50.75,92,78,0.25,0,21
51,70,65,0.25,0,21
51,75,68,1,0,21
51.25,63,61,0.75,0,21
51.5,55,56,0.25,1,21
51.75,58,58,0.25,1,21
52,71,66,1,0,22
52,71,66,0.25,0,22
52,75,68,1,0,21
52.25,63,61,0.75,0,22
52.5,56,57,0.25,1,22
52.75,59,59,0.25,1,22
53,67,64,1,0,22
53,67,63,0.25,0,22
53,73,67,1,0,22
53.25,63,61,0.75,0,22
53.5,46,51,0.25,1,22
53.75,49,53,0.25,1,22
54,68,64,1,0,23
54,68,64,0.25,0,23
54,71,66,1,0,23
54.25,63,61,0.75,0,23
54.5,47,52,0.25,1,23
54.75,51,54,0.25,1,23
55,64,62,0.25,0,23
55,67,63,1,0,23
55,70,65,1,0,23
55.25,61,60,0.75,0,23
55.5,49,53,0.25,1,23
55.75,52,55,0.25,1,23
56,65,62,1,0,24
56,65,62,0.25,0,24
56,68,64,1,0,24
56,71,66,1,0,24
56.25,59,59,0.75,0,24
56.5,50,53,0.25,1,24
56.75,53,55,0.25,1,24
57,59,59,1,0,24
57,59,59,0.25,0,24
57,65,63,1,0,24
57,68,64,1,0,24
57.25,56,57,0.75,0,24
57.5,38,46,0.25,1,24
57.75,50,54,0.25,1,24
58,58,58,1,0,25
58,58,58,0.25,0,25
58,63,61,1,0,25
58,67,63,1,0,25
58.25,55,56,0.75,0,25
58.5,39,47,0.25,1,25
58.75,51,54,0.25,1,25
59,58,58,1,0,25
59,58,58,0.25,0,25
59,63,61,1,0,25
59,67,63,1,0,25
59.25,55,56,0.75,0,25
59.5,39,47,0.25,1,25
59.75,51,54,0.25,1,25
60,59,59,1,0,26
60,59,59,0.25,0,26
60,63,61,1,0,26
60,68,64,1,0,26
60.25,56,57,0.75,0,26
60.5,44,50,0.25,1,26
60.75,51,54,0.25,1,26
61,63,61,1,0,26
61,63,61,0.25,0,26
61,67,63,1,0,26
61,70,65,1,0,26
61.25,58,58,0.75,0,26
61.5,39,47,0.25,1,26
61.75,51,54,0.25,1,26
62,63,61,1,0,27
62,63,61,0.25,0,27
62,68,64,1,0,27
62,71,66,1,0,27
62.25,59,59,0.75,0,27
62.5,32,43,0.25,1,27
62.75,44,50,0.25,1,27
63,63,61,1,0,27
63,67,63,1,0,27
63,70,65,1,0,27
63.25,58,58,0.75,0,27
63.5,39,47,0.25,1,27
63.75,51,54,0.25,1,27
64,63,61,1,0,28
64,68,64,1,0,28
64,71,66,1,0,28
64.25,59,59,0.75,0,28
64.5,44,50,0.25,1,28
64.75,56,57,0.25,1,28
65,66,63,1,0,28
65,70,65,1,0,28
65,73,67,1,0,28
65.25,61,60,0.75,0,28
65.5,42,49,0.25,1,28
65.75,54,56,0.25,1,28
66,66,63,1,0,29
66,71,66,1,0,29
66,75,68,1,0,29
66.25,63,61,0.75,0,29
66.5,35,45,0.25,1,29
66.75,47,52,0.25,1,29
67,66,63,1,0,29
67,70,65,1,0,29
67,73,67,1,0,29
67.25,61,60,0.75,0,29
67.5,42,49,0.25,1,29
67.75,54,56,0.25,1,29
68,66,63,1,0,30
68,71,66,1,0,30
68,75,68,1,0,30
68.25,63,61,0.75,0,30
68.5,47,52,0.25,1,30
68.75,59,59,0.25,1,30
69,70,65,1,0,30
69,74,67,1,0,30
69,77,69,1,0,30
69.25,65,63,0.75,0,30
69.5,46,51,0.25,1,30
69.75,58,58,0.25,1,30
70,70,65,1,0,31
70,75,68,1,0,31
70,78,70,1,0,31
70.25,66,63,0.75,0,31
70.5,39,47,0.25,1,31
70.75,51,54,0.25,1,31
71,70,65,1,0,31
71,74,67,1,0,31
71,77,69,1,0,31
71.25,65,63,0.75,0,31
71.5,46,51,0.25,1,31
71.75,57,58,0.25,1,31
72,70,65,1,0,32
72,75,68,1,0,32
72,78,70,1,0,32
72.25,66,63,0.75,0,32
72.5,51,54,0.25,1,32
72.75,63,61,0.25,1,32
73,73,67,1,0,32
73,77,69,1,0,32
73,80,71,1,0,32
73.25,68,64,0.75,0,32
73.5,49,53,0.25,1,32
73.75,61,60,0.25,1,32
74,73,67,1,0,33
74,78,70,1,0,33
74,82,72,1,0,33
74.25,70,65,0.75,0,33
74.5,42,49,0.25,1,33
74.75,54,56,0.25,1,33
75,75,68,1,0,33
75,78,70,1,0,33
75,83,73,1,0,33
75.25,71,66,0.75,0,33
75.5,66,63,0.25,1,33
75.75,54,56,0.25,1,33
76,71,66,1,0,34
76,78,70,1,0,34
76,80,71,1,0,34
76.25,68,64,0.75,0,34
76.5,42,49,0.25,1,34
76.75,54,56,0.25,1,34
77,73,67,1,0,34
77,78,70,1,0,34
77,82,72,1,0,34
77.25,70,65,0.75,0,34
77.5,66,63,0.25,1,34
77.75,54,56,0.25,1,34
78,75,68,1,0,35
78,78,70,1,0,35
78,83,73,1,0,35
78.25,71,66,0.75,0,35
78.5,42,49,0.25,1,35
78.75,54,56,0.25,1,35
79,78,70,1,0,35
79,82,72,1,0,35
79,85,74,1,0,35
79.25,73,67,0.75,0,35
79.5,66,63,0.25,1,35
79.75,54,56,0.25,1,35
80,78,70,1,0,36
80,83,73,1,0,36
80,87,75,1,0,36
80.25,75,68,0.75,0,36
80.5,35,45,0.25,1,36
80.75,47,52,0.25,1,36
81,80,71,1,0,36
81,83,73,1,0,36
81,88,76,1,0,36
81.25,76,69,0.75,0,36
81.5,59,59,0.25,1,36
81.75,47,52,0.25,1,36
82,76,69,1,0,37
82,83,73,1,0,37
82,85,74,1,0,37
82.25,73,67,0.75,0,37
82.5,35,45,0.25,1,37
82.75,47,52,0.25,1,37
83,78,70,1,0,37
83,83,73,1,0,37
83,88,76,1,0,37
83.25,75,68,0.75,0,37
83.5,59,59,0.25,1,37
83.75,47,52,0.25,1,37
84,80,71,1,0,38
84,83,73,1,0,38
84,88,76,1,0,38
84.25,76,69,0.75,0,38
84.5,35,45,0.25,1,38
84.75,47,52,0.25,1,38
85,83,73,1,0,38
85,87,75,1,0,38
85,90,77,1,0,38
85.25,78,70,0.75,0,38
85.5,59,59,0.25,1,38
85.75,47,52,0.25,1,38
86,78,70,1,0,39
86,83,73,1,0,39
86,87,75,1,0,39
86.25,75,68,0.75,0,39
86.5,45,51,0.25,1,39
86.75,57,58,0.25,1,39
87,80,71,1,0,39
87,83,73,1,0,39
87,88,76,1,0,39
87.25,76,69,0.75,0,39
87.5,56,57,0.25,1,39
87.75,44,50,0.25,1,39
88,83,73,1,0,40
88,87,75,1,0,40
88,90,77,1,0,40
88.25,81,72,0.75,0,40
88.5,42,49,0.25,1,40
88.75,54,56,0.25,1,40
89,83,73,1,0,40
89,88,76,1,0,40
89,92,78,1,0,40
89.25,80,71,0.75,0,40
89.5,52,55,0.25,1,40
89.75,40,48,0.25,1,40
90,84,74,1,0,41
90,90,77,1,0,41
90,93,79,1,0,41
90.25,81,72,0.75,0,41
90.5,39,47,0.25,1,41
90.75,51,54,0.25,1,41
91,88,76,1,0,41
91,88,76,0.25,0,41
91,91,78,1,0,41
91,94,79,1,0,41
91.25,82,72,0.75,0,41
91.5,49,53,0.25,1,41
91.75,37,46,0.25,1,41
92,87,75,1,0,42
92,95,80,1,0,42
92.25,83,73,0.75,0,42
92.5,35,45,0.25,1,42
92.75,47,52,0.25,1,42
93,92,78,1,0,42
93,95,80,1,0,42
93.25,83,73,0.75,0,42
93.5,53,55,0.25,1,42
93.75,41,48,0.25,1,42
94,93,79,1,0,43
94,95,80,1,0,43
94.25,83,73,0.75,0,43
94.5,42,49,0.25,1,43
94.75,54,56,0.25,1,43
95,90,77,1,0,43
95,95,80,1,0,43
95.25,83,73,0.75,0,43
95.5,51,54,0.25,1,43
95.75,39,47,0.25,1,43
96,87,75,1,0,44
96,95,80,1,0,44
96.25,83,73,0.75,0,44
96.5,35,45,0.25,1,44
96.75,47,52,0.25,1,44
97,92,78,1,0,44
97,95,80,1,0,44
97.25,83,73,0.75,0,44
97.5,53,55,0.25,1,44
97.75,41,48,0.25,1,44
98,93,79,1,0,45
98,95,80,1,0,45
98.25,83,73,0.75,0,45
98.5,42,49,0.25,1,45
98.75,54,56,0.25,1,45
99,90,77,0.25,0,45
99,95,80,1,0,45
99.25,83,73,0.75,0,45
99.5,51,54,0.25,1,45
99.75,39,47,0.25,1,45
100,87,75,0.25,0,46
100,95,80,1,0,46
100.25,83,73,0.75,0,46
100.5,35,45,0.25,1,46
100.75,47,52,0.25,1,46
101,92,78,1,0,46
101,95,80,1,0,46
101.25,83,73,0.75,0,46
101.5,53,55,0.25,1,46
101.75,41,48,0.25,1,46
102,93,79,1,0,47
102,95,80,1,0,47
102.25,83,73,0.75,0,47
102.5,42,49,0.25,1,47
102.75,54,56,0.25,1,47
103,88,76,1,0,47
103,95,80,1,0,47
103.25,83,73,0.75,0,47
103.5,48,53,0.25,1,47
103.75,36,46,0.25,1,47
104,90,77,1,0,48
104,95,80,1,0,48
104.25,83,73,0.75,0,48
104.5,39,47,0.25,1,48
104.75,51,54,0.25,1,48
105,92,78,1,0,48
105.25,95,80,1,0,48
105.5,40,48,0.25,1,48
105.75,52,55,0.25,1,48
106,95,80,1,0,49
